Linha de Fornecimento,Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
ELEVADORES E ESCADAS ROLANTES,698409,07.388.494/0001-72,,SIMEM ELEVADORES E TECNOLOGIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
ELEVADORES E ESCADAS ROLANTES,736764,47.258.301/0001-83,,MULTIMIX SOLUCOES INTEGRADAS LTDA,Sim,,53430: Sete Lagoas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4649499: COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
ELEVADORES E ESCADAS ROLANTES,814198,29.807.509/0001-22,,29.807.509 CRISTIANO FRANCELI,Sim,,49190: Ouro Fino,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,7319002: PROMOÇÃO DE VENDAS,,Sim
ELEVADORES E ESCADAS ROLANTES,835764,22.720.818/0001-11,,IESAB - INDUSTRIA DE ELEVADORES E SISTEMAS DO BRASIL LTDA,Sim,,41238: Belo Horizonte,MG,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
ELEVADORES E ESCADAS ROLANTES,887767,27.902.340/0001-64,,NSA ELEVADORES LTDA,Sim,,53970: Ubá,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
ELEVADORES E ESCADAS ROLANTES,935474,37.093.942/0001-71,,37.093.942 DIMITRIAN SUZAN COSTA,Sim,,41238: Belo Horizonte,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4744099: COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL,,Sim
ELEVADORES E ESCADAS ROLANTES,962377,14.363.920/0001-89,,FARAH LICITACOES E COMERCIO LTDA,Sim,,47791: Machado,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",97138,07.164.814/0001-00,,MAXXIDUTO LEADER SERVICE COMERCIO CONSTRUCOES E SERVICOS LTDA,Não,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4221903: MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",123928,08.843.952/0001-89,,EPOCAS CONSTRUTORA LTDA,Sim,,56235: Cachoeiro de Itapemirim,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4222701: CONSTRUÇÃO DE REDES DE ABASTECIMENTO DE ÁGUA, COLETA DE ESGOTO E CONSTRUÇÕES CORRELATAS, EXCETO OBRAS DE IRRIGAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",170535,30.683.262/0001-69,,JDI SERVICOS TECNICOS E INDUSTRIAIS LTDA,Não,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7830200: FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",172477,32.469.645/0001-64,,CETEST ES - MANUTENCAO E UTILIDADES LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",177294,36.006.690/0001-33,,"SPEED SERV - COMERCIO, PRESTACAO DE SERVICOS E LIMPEZA LTDA",Sim,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8129000: ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",180657,39.272.265/0001-84,,"CONSERMA - SERVICOS, MANUTENCAO E TRANSPORTES LTDA",Sim,,56251: Cariacica,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8111700: SERVIÇOS COMBINADOS PARA APOIO A EDIFÍCIOS, EXCETO CONDOMÍNIOS PREDIAIS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",257283,10.733.123/0001-95,,SAMER CONSTRUTORA E SERVICOS LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4399103: OBRAS DE ALVENARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",263138,21.635.206/0001-68,,TELT LOCACOES LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7732201: ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",390604,19.344.178/0001-88,,VETA SERVICOS TECNICOS LTDA,Não,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",398698,20.063.827/0001-51,,K.S.SERVICOS DE MALOTES E DOCUMENTOS LTDA,Sim,,56251: Cariacica,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5320201: SERVIÇOS DE MALOTE NÃO REALIZADOS PELO CORREIO NACIONAL,,Sim
"Instalação / Manutenção - Elevadores, Escadas",415936,10.749.921/0001-05,,ALTA ELEVADORES LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",433714,11.206.617/0001-84,,SCHNEIDER ELEVADORES LTDA,Sim,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",462464,06.026.071/0001-40,,SUDESTE - SERVICOS DE MANUTENCAO E MONTAGEM LTDA,Sim,,56316: Conceição da Barra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3321000: INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",468704,11.958.336/0001-88,,EVALTEC SERVICOS DE MANUTENCAO PREDIAL LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",469290,25.122.500/0001-27,,CLIMAAR SERVICOS TECNICOS LTDA,Sim,,56979: São Mateus,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",502166,26.619.522/0001-60,,DIRECIONAL ELEVADORES LTDA,Sim,,56235: Cachoeiro de Itapemirim,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",507206,22.881.035/0001-10,,SPERIDON COMERCIO INDUSTRIA E SERVICOS LTDA,Não,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3299003: FABRICAÇÃO DE LETRAS, LETREIROS E PLACAS DE QUALQUER MATERIAL, EXCETO LUMINOSOS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",534983,24.822.615/0001-61,,SOLLARES ENGENHARIA LTDA,Não,,56472: Guarapari,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",542289,29.180.997/0001-90,,M F CHIABAI COMERCIO E SERVICOS,Sim,,56251: Cariacica,ES,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",543761,27.171.739/0001-12,,R7 CONSTRUTORA LTDA,Sim,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",564010,27.685.772/0001-60,,MS METAL MECANICA LTDA,Sim,,57037: Vila Velha,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2539001: SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA",,Sim
"Instalação / Manutenção - Elevadores, Escadas",566678,29.985.120/0001-77,,MARCONDES PEREIRA MENEGUSSE,Sim,,57053: Vitória,ES,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,3319800: MANUTENÇÃO E REPARAÇÃO DE EQUIPAMENTOS E PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",579232,25.293.280/0001-02,,HOLDER SOLUCOES ELEVADORES LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",623254,02.932.729/0001-21,,RENOAR REFRIGERACAO E AR CONDICIONADO LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4322302: INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO",,Sim
"Instalação / Manutenção - Elevadores, Escadas",624900,43.076.082/0010-51,,ARROW BRASIL S/A,Não,,57010: Viana,ES,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4669999: COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",636671,08.990.182/0001-05,,AUTOMACAO MONTAGENS ELETRICAS INDUSTRIAIS LTDA,Sim,,57150: Pedro Canário,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2330302: FABRICAÇÃO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUÇÃO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",686486,14.540.677/0001-27,,FACILITEX SERVICOS LTDA,Não,,56979: São Mateus,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",697907,34.508.829/0001-11,,C H ALVES DE SOUZA ELEVADORES E MONTAGEM,Sim,,57037: Vila Velha,ES,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",776013,30.419.355/0001-80,,VINI CONSTRUCOES E REFORMAS LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",781041,02.950.651/0001-78,,ELEALPHA ELEVADORES LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",795607,32.945.508/0001-59,,EWALD & VOLPE SOLUCOES EM ELEVADORES LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",835232,28.708.328/0001-86,,APTA ELEVADORES LTDA,Sim,,56251: Cariacica,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",848727,46.924.409/0001-03,,SILVESTRE SERVICOS TECNICOS LTDA,Sim,,56979: São Mateus,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",877907,45.767.346/0001-58,,VISION MANUTENCAO E INSTALACAO DE ELEVADORES LTDA,Sim,,56995: Serra,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",928821,49.487.108/0001-40,,C E DOS SANTOS  LTDA,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",936751,24.703.927/0001-56,,UP ELEVADORES LTDA ME,Sim,,57053: Vitória,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",949742,34.262.928/0001-66,,SERCEL CONSTRUCOES LTDA,Sim,,56235: Cachoeiro de Itapemirim,ES,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",237,00.028.986/0011-80,,ELEVADORES ATLAS SCHINDLER LTDA.,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",2269,00.232.212/0001-02,,ENGEFORMASTER ENGENHARIA LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7119799: ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",3971,00.393.826/0001-68,,UPTEC - CONSTRUCAO E TECNOLOGIA LTDA,Sim,,51330: Sabará,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",17758,01.570.085/0001-06,,METALURGICA SKALADA LTDA,Não,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2539001: SERVIÇOS DE USINAGEM, TORNEARIA E SOLDA",,Sim
"Instalação / Manutenção - Elevadores, Escadas",33248,02.755.159/0001-41,,SEME - SERVICOS ESPECIALIZADOS EM MANUTENCAO DE ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8299799: OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",33755,02.787.962/0001-68,,ENIC-EMPRESA NACIONAL DE CONSTRUCOES & SERVICOS LTDA,Não,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",35420,02.912.440/0001-40,,GALAPAGOS CONSTRUCOES E INSTALACOES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",37568,03.055.422/0001-52,,ENGEMAN ENGENHARIA E MANUTENCAO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",57206,04.356.268/0001-11,,DOMUS CONSTRUCOES LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4399101: ADMINISTRAÇÃO DE OBRAS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",59074,04.469.835/0001-46,,TELECO ENGENHARIA LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",70615,05.165.851/0001-08,,SERVICOS CFC LTDA,Sim,,54135: Varginha,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7830200: FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",75063,05.444.637/0001-90,,MANTIQUEIRA ELEVADORES LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",79638,05.698.312/0001-34,,DATAGROUP SERVICOS LTDA,Não,,54275: Viçosa,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6204000: CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",95464,07.080.642/0001-97,,PANORAMA MANUTENCAO EM ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",96288,07.123.906/0001-42,,PROSLIG INSTALACOES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",113552,08.035.976/0001-01,,ELEVADORES TRIANGULO LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",124334,08.873.472/0001-60,,ELEVADORES DINIZ LTDA,Sim,,40312: Alfenas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",127696,09.110.046/0001-38,,CONSTRUTORA COFAL LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",130206,09.288.117/0001-97,,VERTICAL CONSULTORIA - ENGENHARIA EM ELEVADORES E TREINAMENTOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
"Instalação / Manutenção - Elevadores, Escadas",130227,09.289.997/0001-16,,ALIANCA ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",130962,09.343.196/0001-91,,ELEVNEWS TECNOLOGIA EM ELEVADORES LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",147512,11.210.144/0001-99,,FHALL ELEVADORES E SERVICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",149236,11.501.324/0001-20,,VERTICAL CONSTRUCOES LTDA,Não,,46434: Itaguará,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",150469,11.770.360/0001-99,,APICE ELEVADORES LTDA,Sim,,54275: Viçosa,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",158069,17.375.874/0001-26,,SICLA ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",159247,18.981.068/0001-64,,ENGEFORMA ENGENHARIA INDUSTRIA E COMERCIO LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",159465,19.235.340/0001-20,,CONSTRUTORA TERRACO S.A.,Sim,,41238: Belo Horizonte,MG,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,4211101: CONSTRUÇÃO DE RODOVIAS E FERROVIAS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",159788,19.617.661/0001-99,,CONSTRUTORA LIDERANCA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",200314,65.308.835/0001-59,,PROMEDICA MEDSERVICE LTDA,Sim,,54135: Varginha,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",252261,12.341.177/0001-30,,AMR ELEVADORES LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",254136,00.647.264/0001-31,,REFORMIX MANUTENCAO INDUSTRIAL LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4520001: SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,,Sim
"Instalação / Manutenção - Elevadores, Escadas",260366,09.576.230/0001-78,,C. F. SERRA,Sim,,53856: Três Corações,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4743100: COMÉRCIO VAREJISTA DE VIDROS,,Sim
"Instalação / Manutenção - Elevadores, Escadas",263630,97.541.725/0001-29,,PONTUAL ELEVADORES LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim
"Instalação / Manutenção - Elevadores, Escadas",271295,04.958.397/0001-80,,ANG MANUTENCOES LTDA,Sim,,50415: Ponte Nova,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim
"Instalação / Manutenção - Elevadores, Escadas",282654,13.303.194/0001-46,,METTA MANUTENCAO E LOCACAO DE MAQUINAS LTDA,Sim,,54011: Uberaba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3314708: MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS",,Sim
"Instalação / Manutenção - Elevadores, Escadas",292128,13.190.817/0001-11,,PORTAL ZIP COMERCIO E SERVICOS DE TECNOLOGIA LTDA,Não,,41378: Bicas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6190699: OUTRAS ATIVIDADES DE TELECOMUNICAÇÕES NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
"Instalação / Manutenção - Elevadores, Escadas",297492,15.126.678/0001-92,,GENESIS COMERCIO E SERVICOS LTDA,Não,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3313901: MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS",,Sim
